STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,indic,Indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-01,,7.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-02,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-03,,6.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-04,,6.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-05,,6.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-06,,6.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-07,,6.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-08,,6.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-09,,6.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-10,,6.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-11,,6.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-12,,6.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-01,,6.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-02,,6.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-03,,6.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-04,,6.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-05,,6.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-06,,6.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-07,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-08,,7.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-GT25,Unemployment according to ILO definition - over 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-09,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2018-09,,18.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2018-10,,17.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2018-11,,16.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2018-12,,16.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-01,,17.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-02,,16.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-03,,16.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-04,,16.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-05,,16.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-06,,15.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-07,,15.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-08,,15.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-09,,17.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-10,,16.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-11,,16.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2019-12,,15.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-01,,16.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-02,,16.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-03,,16.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-04,,17.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-05,,18.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-06,,18.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-07,,19.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-08,,19.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-LE25,Unemployment according to ILO definition - under 25 years - males,EA20,Euro area – 20 countries (2023-2025),2020-09,,19.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2018-09,,7.5,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2018-10,,7.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2018-11,,7.6,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2018-12,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-01,,7.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-02,,7.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-03,,7.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-04,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-05,,7.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-06,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-07,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-08,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-09,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-10,,7.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-11,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2019-12,,7.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-01,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-02,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-03,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-04,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-05,,7.3,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-06,,7.7,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-07,,8.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-08,,8.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-M-TOT,Unemployment according to ILO definition - males,EA20,Euro area – 20 countries (2023-2025),2020-09,,8.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2018-09,,6.8,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2018-10,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2018-11,,7.2,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2018-12,,7.0,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2019-01,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2019-02,,7.4,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2019-03,,7.1,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2019-04,,6.9,,,,,
dataflow,ESTAT:EI_LMHR_M(1.0),Unemployment rate (%) - monthly data,M,Monthly,PC_ACT,Percentage of population in the labour force,NSA,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),LM-UN-T-GT25,Unemployment according to ILO definition - over 25 years - total,EA20,Euro area – 20 countries (2023-2025),2019-05,,6.6,,,,,
